SpecID,PassNonPass,IOCOrder,BLFamilyLatin,BLFamilyEnglish,BLFamSequID,Taxo,Scientific,English,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-5Cat,Diet-Source,Diet-Certainty,Diet-EnteredBy,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,PelagicSpecialist,ForStrat-Source,ForStrat-SpecLevel,ForStrat-EnteredBy,Nocturnal,BodyMass-Value,BodyMass-Source,BodyMass-SpecLevel,BodyMass-Comment,Record-Comment
2724,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Eriocnemis vestita,Glowing Puffleg,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,70,20,10,0,0,Ref_5,1,Christian,0,454,Dunning08,1,,
2725,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Eriocnemis godini,Turquoise-throated Puffleg,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,B,Hamish,0,0,0,70,30,0,0,0,Ref_5,1,Christian,0,506,GenAvg,0,,
2726,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Eriocnemis luciani,Sapphire-vented Puffleg,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,70,30,0,0,0,Ref_5,1,Christian,0,6,Dunning08,1,,
2727,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Eriocnemis cupreoventris,Coppery-bellied Puffleg,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,70,30,0,0,0,Ref_5,1,Christian,0,53,Dunning08,1,,
2728,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Eriocnemis mosquera,Golden-breasted Puffleg,0,0,0,0,0,0,0,100,0,0,FruiNect,Ref_5,B,Hamish,0,0,0,70,30,0,0,0,Ref_5,1,Christian,0,53,Dunning08,1,,
2729,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Eriocnemis glaucopoides,Blue-capped Puffleg,0,0,0,0,0,0,0,100,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,70,30,0,0,0,Ref_5,1,Christian,0,37,Dunning08,1,,
2730,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Eriocnemis mirabilis,Colourful Puffleg,0,0,0,0,0,0,0,100,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,60,40,0,0,0,Ref_5,1,Christian,0,506,GenAvg,0,,
2731,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Eriocnemis alinae,Emerald-bellied Puffleg,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,80,20,0,0,0,Ref_5,1,Christian,0,424,Dunning08,1,,
2732,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Eriocnemis derbyi,Black-thighed Puffleg,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,80,20,0,0,0,Ref_5,1,Christian,0,506,GenAvg,0,,
2733,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Haplophaedia aureliae,Greenish Puffleg,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,60,30,10,0,0,Ref_5,1,Christian,0,52,Dunning08,1,,
2734,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Haplophaedia lugens,Hoary Puffleg,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,80,10,10,0,0,Ref_5,1,Christian,0,69,Dunning08,1,,
2735,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Urosticte benjamini,Purple-bibbed Whitetip,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,40,60,0,0,0,Ref_5,1,Christian,0,39,Dunning08,1,,
2736,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Urosticte ruficrissa,Rufous-vented Whitetip,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,50,50,0,0,0,Ref_5,1,Christian,0,43,Dunning08,1,,
2737,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Ocreatus underwoodii,Booted Racket-tail,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,20,70,10,0,0,Ref_5,1,Christian,0,3,Dunning08,1,,
2738,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Lesbia victoriae,Black-tailed Trainbearer,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,20,70,0,10,0,Ref_5,1,Christian,0,5,Dunning08,1,,
2739,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Lesbia nuna,Green-tailed Trainbearer,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,40,50,0,10,0,Ref_5,1,Christian,0,37,Dunning08,1,,
2740,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Sappho sparganura,Red-tailed Comet,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,40,60,0,0,0,Ref_5,1,Christian,0,53,Dunning08,1,,
2741,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Polyonymus caroli,Bronze-tailed Comet,0,0,0,0,0,0,0,100,0,0,FruiNect,Ref_5,B,Hamish,0,0,0,70,30,0,0,0,Ref_5,1,Christian,0,48,Dunning08,1,,
2742,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Ramphomicron microrhynchum,Purple-backed Thornbill,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,70,0,0,0,Ref_5,1,Christian,0,36,Dunning08,1,,
2743,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Ramphomicron dorsale,Black-backed Thornbill,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,30,30,10,0,Ref_5,1,Christian,0,35,PrimScale,1,,
2744,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Metallura williami,Viridian Metaltail,0,0,0,0,0,0,0,100,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,60,10,0,0,Ref_5,1,Christian,0,45,Dunning08,1,,
2749,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Metallura baroni,Violet-throated Metaltail,0,0,0,0,0,0,0,100,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,20,70,10,0,0,Ref_5,1,Christian,0,43,Dunning08,1,,
2750,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Metallura odomae,Neblina Metaltail,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,30,30,10,0,Ref_5,1,Christian,0,51,Dunning08,1,,
2751,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Metallura theresiae,Coppery Metaltail,0,0,0,0,0,0,0,100,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,40,30,0,0,Ref_5,1,Christian,0,49,Dunning08,1,,
2752,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Metallura eupogon,Fire-throated Metaltail,0,0,0,0,0,0,0,100,0,0,FruiNect,Ref_5,D1,Hamish,0,0,0,30,40,30,0,0,Ref_5,1,Christian,0,46,Dunning08,1,,
2753,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Metallura aeneocauda,Scaled Metaltail,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,90,10,0,0,0,Ref_5,1,Christian,0,52,Dunning08,1,,
2754,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Metallura phoebe,Black Metaltail,0,0,0,0,0,0,0,100,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,40,30,0,0,Ref_5,1,Christian,0,54,Dunning08,1,,
2755,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Metallura tyrianthina,Tyrian Metaltail,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,10,60,30,0,0,Ref_5,1,Christian,0,38,Dunning08,1,,
2756,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Metallura iracunda,Perija Metaltail,0,0,0,0,0,0,0,100,0,0,FruiNect,Ref_5,D1,Hamish,0,0,0,10,60,30,0,0,Ref_5,1,Christian,0,385,PrimScale,1,,
2757,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Chalcostigma ruficeps,Rufous-capped Thornbill,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,50,50,0,0,0,Ref_5,1,Christian,0,34,Dunning08,1,,
2758,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Chalcostigma olivaceum,Olivaceous Thornbill,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,30,60,10,0,0,0,Ref_5,1,Christian,0,85,PrimScale,1,,
2759,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Chalcostigma stanleyi,Blue-mantled Thornbill,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,30,70,0,0,0,0,Ref_5,1,Other,0,58,Dunning08,1,,
2760,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Chalcostigma heteropogon,Bronze-tailed Thornbill,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,10,60,30,0,0,0,Ref_5,1,Christian,0,61,PrimScale,1,,
2761,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Chalcostigma herrani,Rainbow-bearded Thornbill,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,20,50,30,0,0,0,Ref_5,1,Christian,0,58,Dunning08,1,,
2762,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Oxypogon guerinii,Bearded Helmetcrest,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,30,60,10,0,0,0,Ref_5,1,Other,0,48,Dunning08,1,,
2763,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Opisthoprora euryptera,Mountain Avocetbill,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,80,20,0,0,0,Ref_5,1,Christian,0,576,PrimScale,1,MarceloR,
2764,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Taphrolesbia griseiventris,Grey-bellied Comet,0,0,0,0,0,0,0,100,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,60,40,0,0,0,Ref_5,1,Christian,0,894,PrimScale,1,MarceloR,
2765,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Aglaiocercus kingi,Long-tailed Sylph,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,0,30,60,10,0,Ref_5,1,Christian,0,484,Dunning08,1,,
2767,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Aglaiocercus berlepschi,Venezuelan Sylph,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,40,30,0,0,Ref_5,1,Christian,0,497,Dunning08,1,,
2768,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Aglaiocercus coelestis,Violet-tailed Sylph,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,0,60,30,10,0,Ref_5,1,Christian,0,561,Dunning08,1,,
2769,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Oreonympha nobilis,Bearded Mountaineer,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,20,60,20,0,0,Ref_5,1,Christian,0,77,Dunning08,1,,
2770,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Augastes lumachella,Hooded Visorbearer,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,100,0,0,0,0,Ref_5,1,Christian,0,4,Dunning08,1,,
2771,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Augastes scutatus,Hyacinth Visorbearer,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,70,30,0,0,0,Ref_5,1,Christian,0,3,Dunning08,1,,
2772,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Schistes geoffroyi,Wedge-billed Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,60,10,0,0,Ref_5,1,Christian,0,36,Dunning08,1,,
2773,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Heliothryx barroti,Purple-crowned Fairy,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,30,30,10,0,Ref_5,1,Christian,0,55,Dunning08,1,,
2774,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Heliothryx auritus,Black-eared Fairy,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,0,50,40,10,0,Ref_5,1,Christian,0,54,Dunning08,1,,
2775,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Heliactin bilophus,Horned Sungem,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,50,50,0,0,0,Ref_5,1,Christian,0,44,Dunning08,1,,
2776,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Loddigesia mirabilis,Marvellous Spatuletail,0,0,0,0,0,0,0,100,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,70,30,0,0,0,Ref_5,1,Christian,0,3,Dunning08,1,,
2777,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Heliomaster constantii,Plain-capped Starthroat,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,20,60,10,10,0,Ref_5,1,Christian,0,73,Dunning08,1,,
2778,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Heliomaster longirostris,Long-billed Starthroat,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,0,30,60,10,0,Ref_5,1,Other,0,66,Dunning08,1,,
2779,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Heliomaster squamosus,Stripe-breasted Starthroat,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,0,100,0,0,0,Ref_5,1,Christian,0,59,Dunning08,1,,
2780,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Heliomaster furcifer,Blue-tufted Starthroat,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,20,80,0,0,0,Ref_5,1,Christian,0,54,Dunning08,1,,
2781,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Rhodopis vesper,Oasis Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,60,0,10,0,Ref_5,1,Christian,0,38,Dunning08,1,,
2782,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Thaumastura cora,Peruvian Sheartail,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,50,50,0,0,0,Ref_5,1,Christian,0,19,Dunning08,1,,
2783,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Calliphlox bryantae,Magenta-throated Woodstar,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,40,20,10,0,Ref_5,1,Christian,0,33,Dunning08,1,,
2784,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Calliphlox mitchellii,Purple-throated Woodstar,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,0,30,60,10,0,Ref_5,1,Other,0,31,Dunning08,1,,
2785,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Doricha enicura,Slender Sheartail,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,70,30,0,0,0,Ref_5,1,Christian,0,24,Dunning08,1,,
2786,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Doricha eliza,Mexican Sheartail,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,70,30,0,0,0,Ref_5,1,Christian,0,25,Dunning08,1,,
2787,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Tilmatura dupontii,Sparkling-tailed Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,40,40,20,0,0,Ref_5,1,Other,0,22,Dunning08,1,,
2788,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Microstilbon burmeisteri,Slender-tailed Woodstar,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,C,Hamish,0,0,0,0,80,20,0,0,Ref_5,1,Christian,0,25,Dunning08,1,,
2789,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Calothorax lucifer,Lucifer Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,60,40,0,0,0,Ref_5,1,Christian,0,33,Dunning08,1,,
2790,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Calothorax pulcher,Beautiful Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,80,20,0,0,0,Ref_5,1,Christian,0,27,Dunning08,1,,
2791,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Archilochus colubris,Ruby-throated Hummingbird,40,0,0,0,0,0,0,60,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,40,40,0,20,0,Ref_5,1,Christian,0,309,Dunning08,1,,
2792,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Archilochus alexandri,Black-chinned Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,50,40,0,10,0,Ref_5,1,Christian,0,339,Dunning08,1,,
2793,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Calypte anna,Anna's Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,20,80,0,0,0,Ref_5,1,Christian,0,424,Dunning08,1,,
2794,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Calypte costae,Costa's Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,70,30,0,0,0,Ref_5,1,Christian,0,309,Dunning08,1,,
2795,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Calliphlox evelynae,Bahama Woodstar,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,30,30,10,0,Ref_5,1,Christian,0,24,Dunning08,1,,
2796,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Calliphlox amethystina,Amethyst Woodstar,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,50,40,0,10,0,Ref_5,1,Christian,0,28,Dunning08,1,,
2797,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Mellisuga helenae,Bee Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,70,30,0,0,0,Ref_5,1,Christian,0,22,Dunning08,1,,
2798,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Mellisuga minima,Vervain Hummingbird,0,0,0,0,0,0,0,100,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,70,30,0,0,0,Ref_5,1,Christian,0,24,Dunning08,1,,
2799,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Stellula calliope,Calliope Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,80,20,0,0,0,Ref_5,1,Christian,0,264,Dunning08,1,,
2800,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Atthis heloisa,Bumblebee Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,50,50,0,0,0,Ref_5,1,Christian,0,22,Dunning08,1,,
2801,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Atthis ellioti,Wine-throated Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,50,50,0,0,0,Ref_5,1,Christian,0,29,Dunning08,1,,
2802,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Myrtis fanny,Purple-collared Woodstar,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,40,50,0,10,0,Ref_5,1,Christian,0,23,Dunning08,1,,
2803,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Eulidia yarrellii,Chilean Woodstar,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,70,0,0,0,Ref_5,1,Christian,0,396,PrimScale,1,MarceloR,
2804,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Myrmia micrura,Short-tailed Woodstar,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,80,20,0,0,0,Ref_5,1,Christian,0,221,PrimScale,1,MarceloR,
2805,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Chaetocercus mulsant,White-bellied Woodstar,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,50,20,0,0,Ref_5,1,Christian,0,39,Dunning08,1,,
2806,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Chaetocercus bombus,Little Woodstar,0,0,0,0,0,0,0,100,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,40,60,0,0,0,Ref_5,1,Christian,0,65,Dunning08,1,,
2807,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Chaetocercus heliodor,Gorgeted Woodstar,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,10,60,30,0,0,Ref_5,1,Christian,0,301,PrimScale,1,MarceloR,
2808,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Chaetocercus astreans,Santa Marta Woodstar,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,50,20,0,0,Ref_5,1,Christian,0,321,GenAvg,0,,
2809,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Chaetocercus berlepschi,Esmeraldas Woodstar,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,50,20,0,0,Ref_5,1,Christian,0,301,PrimScale,1,MarceloR,
2810,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Chaetocercus jourdanii,Rufous-shafted Woodstar,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,30,50,20,0,0,Ref_5,1,Christian,0,326,PrimScale,1,MarceloR,
2812,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Selasphorus platycercus,Broad-tailed Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,80,20,0,0,0,Ref_5,1,Christian,0,354,Dunning08,1,,
2813,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Selasphorus rufus,Rufous Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,60,40,0,0,0,Ref_5,1,Christian,0,35,Dunning08,1,,
2814,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Selasphorus sasin,Allen's Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,40,60,0,0,0,Ref_5,1,Christian,0,336,Dunning08,1,,
2815,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Selasphorus flammula,Volcano Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,40,60,0,0,0,Ref_5,1,Christian,0,269,Dunning08,1,,
2816,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Selasphorus scintilla,Scintillant Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,A,Hamish,0,0,0,50,50,0,0,0,Ref_5,1,Christian,0,22,Dunning08,1,,
2817,Nonpasseriformes,Apodiformes,Trochilidae,Hummingbirds,79,BL3,Selasphorus ardens,Glow-throated Hummingbird,10,0,0,0,0,0,0,90,0,0,FruiNect,Ref_5,C,Hamish,0,0,0,50,50,0,0,0,Ref_5,1,Christian,0,308,GenAvg,0,,
2830,Nonpasseriformes,Musophagiformes,Musophagidae,Turacos,66,BL3,Tauraco persa,Guinea Turaco,0,0,0,0,0,0,60,0,0,40,FruiNect,Ref_4,A,Carolina,0,0,0,30,50,20,0,0,Ref_4,1,Jessica,0,306,Dunning08,1,,
2831,Nonpasseriformes,Musophagiformes,Musophagidae,Turacos,66,BL3,Tauraco schuetti,Black-billed Turaco,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_4,A,Carolina,0,0,0,30,50,20,0,0,Ref_4,1,Jessica,0,235,Dunning08,1,,
2832,Nonpasseriformes,Musophagiformes,Musophagidae,Turacos,66,BL3,Tauraco schalowi,Schalow's Turaco,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_4,A,Carolina,0,0,0,30,50,20,0,0,Ref_4,1,Jessica,0,20639,Dunning08,1,,
2833,Nonpasseriformes,Musophagiformes,Musophagidae,Turacos,66,BL3,Tauraco fischeri,Fischer's Turaco,10,0,0,0,0,0,70,0,0,20,FruiNect,Ref_4,A,Carolina,0,0,0,40,40,20,0,0,Ref_4,1,Jessica,0,250,Dunning08,1,,
2834,Nonpasseriformes,Musophagiformes,Musophagidae,Turacos,66,BL3,Tauraco livingstonii,Livingstone's Turaco,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_4,A,Carolina,0,0,0,20,50,30,0,0,Ref_4,1,Jessica,0,249,Dunning08,1,,
2835,Nonpasseriformes,Musophagiformes,Musophagidae,Turacos,66,BL3,Tauraco corythaix,Knysna Turaco,10,0,0,0,0,0,70,0,10,10,FruiNect,Ref_4,A,Carolina,0,0,0,0,60,40,0,0,Ref_4,1,Jessica,0,308,Dunning08,1,,
